Genes	BaseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SARNP	253.715674058463	-0.000234708478742748	0.000109125993013639	-2.15080268468589	0.0314917771187946	0.0592786392824368
ORMDL2	253.715674058463	-0.00326667446290484	0.000382285551309205	-8.54511621409058	1.2840699247603e-17	2.05451187961649e-16
DNAJC14	253.715674058463	-0.000955814945320071	0.000262354284622529	-3.64322216690794	0.000269246251334712	0.000783261822064616
TMEM198B	253.715674058463	-0.00276288188302927	0.000465284602889378	-5.93804709176277	2.88437201951152e-09	1.15374880780461e-08
PYM1	253.715674058463	-0.000597954754151519	0.000401687416237158	-1.48860713574976	0.136590851466411	0.371864003004332
CDK2	253.715674058463	-0.00322822558223296	0.000930805263837989	-3.46820726917897	0.000523943007318159	0.000982448618442002
RAB5B	253.715674058463	1.67930257869465e-05	3.16221773806985e-05	0.531052165851066	0.595382630413532	0.86601109878332
SUOX	253.715674058463	0.000452815887417242	0.000118628384540425	3.81709562320588	0.000135031846283417	0.000480113231229929
IKZF4	253.715674058463	0.00102434166140791	0.000222316655449005	4.60757948764154	4.07383489689647e-06	1.44847463000763e-05
RPS26	253.715674058463	-8.18394364293407e-06	2.98618488630187e-05	-0.274060178941873	0.784038375199017	0.865145793323053
ERBB3	253.715674058463	-0.000440728526679088	0.000228248784888691	-1.93091291545764	0.053493822709009	0.106987645418018
PA2G4	253.715674058463	-0.000222700626316293	7.90964053862317e-05	-2.81555938261461	0.00486923972409904	0.00916562771595114
RPL41	253.715674058463	-0.000136679676720733	4.91969637871604e-05	-2.77821365790065	0.0054658664564553	0.0102886898003865
ZC3H10	253.715674058463	-0.00277699354291526	0.000364353499383457	-7.62170130824697	2.50353816933348e-14	2.64523910935645e-13
ESYT1	253.715674058463	-7.42223703634385e-05	3.51152199637675e-05	-2.11368091784766	0.0345425293937395	0.122817882288852
MYL6B	253.715674058463	2.28320512478528e-05	5.69561407466957e-06	4.00870756840691	6.1051962467952e-05	0.00195366279897446
MYL6	253.715674058463	-8.7453080576616e-05	2.88037663460132e-05	-3.03616824015518	0.00239605628332251	0.00588647865993621
SMARCC2	253.715674058463	-0.00033703045121525	0.000144181589287827	-2.33754151885816	0.0194110447219859	0.0365384371237382
RNF41	253.715674058463	2.96927090522616e-05	9.5575861392685e-05	0.310671634234774	0.756050263487391	0.86405744398559
NABP2	253.715674058463	-0.000143377109616873	0.000130431232183893	-1.09925442868414	0.271657103776479	0.395137605493061
ANKRD52	253.715674058463	8.28352364271037e-05	3.79166056921755e-05	2.18466908930611	0.0289131181727481	0.0462609890763969
COQ10A	253.715674058463	0.000185212202790232	2.66425726174392e-05	6.95173868716412	3.60811291657767e-12	1.64942304757837e-11
CS	253.715674058463	3.89109128806818e-05	9.7203930615248e-06	4.00301846174294	6.25394198468869e-05	0.000285894490728626
RP11.977G19.11	253.715674058463	-0.000141514420155339	0.000656959143952744	-0.215408250966545	0.829449037657668	0.924893954108554
CNPY2	253.715674058463	-0.000818803820054205	0.000250674384142646	-3.26640403587575	0.00108922718470379	0.00232368466070141
PAN2	253.715674058463	-0.000436059534169651	5.69787902384019e-05	-7.65301496127168	1.96321061117319e-14	7.85284244469274e-14
STAT2	253.715674058463	-0.000662188004641029	8.11752671108218e-05	-8.15750940168758	3.4200345352708e-16	1.56344435898094e-15
TIMELESS	253.715674058463	-0.00141259777062094	0.00026031707029542	-5.42645078564327	5.74856659828989e-08	2.04393479050307e-07
